structure,freq,,nums
S2L3S1L2S2D2L2,2.20512E-06,,1
L1S1L1S1L2S1L2S4L2,2.20512E-06,,1
L2D1S1L2D1L1S1L1D1L1S1L1S1D1,2.20512E-06,,1
D1L2D1L1D2L1D2L1,2.20512E-06,,1
D1L1D1L1D1L2D1L2,2.20512E-06,,1
D1L2D1L1S1L1D1,2.20512E-06,,1
D4L8S1,2.20512E-06,,1
L2D2S2L3S1L4D1L1,2.20512E-06,,1
L2D1L1D1L1S1L1,2.20512E-06,,1
L1D2L1D1L1D1L1S1,2.20512E-06,,1
S1L2D1S4,2.20512E-06,,1
D1S1L2D2L1D3,2.20512E-06,,1
D1L4D1L1S1L1D1,2.20512E-06,,1
L3D8L3,2.20512E-06,,1
D3L5D1L2D1,2.20512E-06,,1
L5D1L1D1L1D1L2,2.20512E-06,,1
L2D2L1D1L1D1L1,2.20512E-06,,1
L4S1D2S1L4,2.20512E-06,,1
L6D8L1,2.20512E-06,,1
D2L2D2L2D1L1S1,2.20512E-06,,1
L1D1L1D1L3D3L1,2.20512E-06,,1
L5S2D4,2.20512E-06,,1
D1S1L2S1L5,2.20512E-06,,1
L1S1L4S1L3S1D2L2,2.20512E-06,,1
L5D2L2S2L1,2.20512E-06,,1
D2L2S2L6,2.20512E-06,,1
D1L3D1L1D1L2D1,2.20512E-06,,1
L2D1L1D3L1D2S2,2.20512E-06,,1
L1D2L1D2L1D2L1D2S1,2.20512E-06,,1
L3D3S1L3S1L1D1S1,2.20512E-06,,1
L2S1L4S1L1D1,2.20512E-06,,1
L1D1L1S1L2S1L2D1L2,2.20512E-06,,1
L1D2L1D1L3D2L1,2.20512E-06,,1
D2L5D3L2,2.20512E-06,,1
L8S1L3S1L1D1,2.20512E-06,,1
L3D1L4D1L1S1,2.20512E-06,,1
L7D1L1S1D1S1L1,2.20512E-06,,1
L2D3S1D3,2.20512E-06,,1
D5S2,2.20512E-06,,1
L2D1L1D1L3D4,2.20512E-06,,1
L3D1L1D1L3D1S1,2.20512E-06,,1
L1D1L1D1L1D1L4S1,2.20512E-06,,1
S1D1L3S1L3S2D1L3,2.20512E-06,,1
L1S1L4S1D3,2.20512E-06,,1
L4D5S3,2.20512E-06,,1
D3L1D1L6,2.20512E-06,,1
L4S1D1L3,2.20512E-06,,1
D1L3D2L4D1L1,2.20512E-06,,1
L3D2S2L3D2,2.20512E-06,,1
L4D4L1S3,2.20512E-06,,1
L3D1S1L1D1S1D4,2.20512E-06,,1
L2D1L3D1L1D1L2D1,2.20512E-06,,1
D5L3D2,2.20512E-06,,1
S1L4D1L3S1,2.20512E-06,,1
L2D2S1L1S2L1,2.20512E-06,,1
L1S1L4D1L2D1,2.20512E-06,,1
D3L3D4L3,2.20512E-06,,1
L5D1L4D6,2.20512E-06,,1
L6D3L5D2,2.20512E-06,,1
L1D1L1D1L1D1S1L3,2.20512E-06,,1
D2L4D1L1D1,2.20512E-06,,1
L1D1L1D1L1D1L1D2S2,2.20512E-06,,1
L16S1L3,2.20512E-06,,1
D1S3L6D5,2.20512E-06,,1
D1L1S1L1D1L1S1L1,2.20512E-06,,1
L2D2S2D1L1D1,2.20512E-06,,1
L4D4L1D2,2.20512E-06,,1
L1D2L4S1L1,2.20512E-06,,1
D1L3D3L1D1,2.20512E-06,,1
S1L2S1L3S1L5,2.20512E-06,,1
L3D1L1D4S1,2.20512E-06,,1
L2D2L3D1L1D1,2.20512E-06,,1
L5D4L6D2S5,2.20512E-06,,1
L1D2L2S1L2,2.20512E-06,,1
L5D4L4D4,2.20512E-06,,1
L3D1L1D1L3D1L2D1,2.20512E-06,,1
L3S2L3D3,2.20512E-06,,1
L2D1L1S2L1D1L1,2.20512E-06,,1
L3D1L2D1L2D1L1S1,2.20512E-06,,1
L5D1S1D2,2.20512E-06,,1
L1S1L1D1L4D1,2.20512E-06,,1
L3D1S1L3S1D2L3,2.20512E-06,,1
L2D2S2L2,2.20512E-06,,1
L2S2D3S1L3D1S1L2S3L1S1,2.20512E-06,,1
D3S1L2D4,2.20512E-06,,1
D1L8S1D1,2.20512E-06,,1
S2L3D4,2.20512E-06,,1
L3D3L3D2S1,2.20512E-06,,1
D1L4S1D1,2.20512E-06,,1
L1D1L2S1D2L1D1,2.20512E-06,,1
L2D1L4S1L1,2.20512E-06,,1
S2D2L3S1D2,2.20512E-06,,1
L9D1L1D1L4,2.20512E-06,,1
L5D1L5D3,2.20512E-06,,1
L2D3S1L6,2.20512E-06,,1
L4D2S1L3S1L4D1,2.20512E-06,,1
L5S1L3S1L5D2S1,2.20512E-06,,1
L1D2L1D2S1L2,2.20512E-06,,1
D1L2D1L1D1L1D2L1,2.20512E-06,,1
L1D4L1S1L1D1L3,2.20512E-06,,1
L1D1L2D4S2,2.20512E-06,,1
L2S1D1L6S2,2.20512E-06,,1
D1L3D1L2D1L4,2.20512E-06,,1
L4D1L1S1L2S1L1D1,2.20512E-06,,1
L6D1L1D1L4D4,2.20512E-06,,1
D6S2L3S1L1,2.20512E-06,,1
L1D2L3D1L1D1L2,2.20512E-06,,1
D1L3S1L3S1D1L4,2.20512E-06,,1
L6S1L1D4,2.20512E-06,,1
L3S2L3S3L2D2,2.20512E-06,,1
D1L1D1L1D1L7,2.20512E-06,,1
L1D1L3D1L1D1L2S1L1,2.20512E-06,,1
L3S1L1S1L2,2.20512E-06,,1
L1S1L5D1L2,2.20512E-06,,1
L4D4S1L1,2.20512E-06,,1
L4D1S2L2D1S1L1,2.20512E-06,,1
D1L4D1L1D2,2.20512E-06,,1
L1D4L1D1L1D2,2.20512E-06,,1
L1D1L2S1D3L2,2.20512E-06,,1
D1L1S1L2D1L1S1L1S1L3S1L1D1,2.20512E-06,,1
L2S1L1S1L3S1D2L1,2.20512E-06,,1
D1L3S1L3S1L1S2,2.20512E-06,,1
L5S6,2.20512E-06,,1
L2D1L1D2L5D1,2.20512E-06,,1
L3D2L3D2S1,2.20512E-06,,1
L1D1L1D2L2D3,2.20512E-06,,1
L9D1L1D4,2.20512E-06,,1
D4S1L3S1D2,2.20512E-06,,1
D1L1D1L5D1L2D1,2.20512E-06,,1
L1D1L3S1L3S1L1D1L2,2.20512E-06,,1
D1L1S1L1S1L2D1,2.20512E-06,,1
L1D1L2S1L4S1,2.20512E-06,,1
S1D1L1D1L1D1L1D1L1,2.20512E-06,,1
S1L3D4S1L1,2.20512E-06,,1
L1D2L2D2S1L3S1,2.20512E-06,,1
D2L3D3L3D1L1D2,2.20512E-06,,1
S1L1D2L2D3L1D2,2.20512E-06,,1
D2S1L1S1L2,2.20512E-06,,1
L9D2L5,2.20512E-06,,1
D2L2D1L4D3,2.20512E-06,,1
D4S4L4,2.20512E-06,,1
L5D1L10,2.20512E-06,,1
L2D2L3D2S1,2.20512E-06,,1
L2D1L1D1L3S1L1,2.20512E-06,,1
S1L2S1L3S1L1S1D1L2D1,2.20512E-06,,1
S1L2S1L3S1L1S1D1L2D2,2.20512E-06,,1
L5S1D3L1S1,2.20512E-06,,1
L3D1L1D1L1D1L1D1L1,2.20512E-06,,1
L1D1S1D1L3,2.20512E-06,,1
L7S1L2D1,2.20512E-06,,1
D1L5S1D1L1D1,2.20512E-06,,1
D1L4D1L2D1L1D1,2.20512E-06,,1
L4D1L2D1S1,2.20512E-06,,1
S1D4L3,2.20512E-06,,1
L3D1L3D1L3D1L5,2.20512E-06,,1
L2D2L1D1L4D2,2.20512E-06,,1
D4L2D1L2,2.20512E-06,,1
L10S2L1D1,2.20512E-06,,1
L4S3D1,2.20512E-06,,1
L2S1D3L1,2.20512E-06,,1
L1D1L1D1L3D1L3D1L2D1,2.20512E-06,,1
L1D3L3S1,2.20512E-06,,1
S1L2D1L4D1S3,2.20512E-06,,1
D4L1D2L1D1L1,2.20512E-06,,1
L1D1L1S1L1D1,2.20512E-06,,1
L7D2S1L1S1L3S1,2.20512E-06,,1
L2S1L1S1D1L1D1L4,2.20512E-06,,1
L1D4L1D1L2D1L1,2.20512E-06,,1
L1S1L3S1L1D1L1S1L3S1L1,2.20512E-06,,1
D3L2D2L3,2.20512E-06,,1
L4S1L6D1,2.20512E-06,,1
L5D2L5D1,2.20512E-06,,1
D1L5D3L2,2.20512E-06,,1
D2L1D1L1D1L3,2.20512E-06,,1
S1L3S1L2S1L3S1L2,2.20512E-06,,1
L1D1L3S1D4,2.20512E-06,,1
L10D3L2,2.20512E-06,,1
L4D1L2D2L10D1,2.20512E-06,,1
D1L1D1L4D1L1,2.20512E-06,,1
D1L1D1L2D3L1D1,2.20512E-06,,1
L1D1L1D2L1D1L1D1L1,2.20512E-06,,1
L1D4L4D1,2.20512E-06,,1
S1D1L2S1L3S1,2.20512E-06,,1
L1D1L2D2L2D1L1D1,2.20512E-06,,1
D1L1D2L1D2L5,2.20512E-06,,1
L2S1D4S1,2.20512E-06,,1
S1D2L3S1,2.20512E-06,,1
D1L7D1L2D1,2.20512E-06,,1
S2L9S1,2.20512E-06,,1
L7D1S1D1S1,2.20512E-06,,1
S1D4L2S1,2.20512E-06,,1
D1L4D1L3D1L3,2.20512E-06,,1
L9D4L6,2.20512E-06,,1
D1L3D2L2D2S1,2.20512E-06,,1
L4D1L2D2S2L1,2.20512E-06,,1
L1D2L1S1L1D1L1,2.20512E-06,,1
L1D3L1D6,2.20512E-06,,1
L1D1L1D1L1D1L3D3,2.20512E-06,,1
D2L1D1L1D1L2D1,2.20512E-06,,1
D1L2D4L2D1,2.20512E-06,,1
L5D1S1D1S1D1,2.20512E-06,,1
L8S1D2L1,2.20512E-06,,1
L2S1L1S1L3,2.20512E-06,,1
L7D3L4,2.20512E-06,,1
D1L3S1L2D1,2.20512E-06,,1
L1D1L1D3L1D1L2,2.20512E-06,,1
L2D4S2L1,2.20512E-06,,1
L5D6L3,2.20512E-06,,1
L2D1L3D1L2D2,2.20512E-06,,1
S7L3S2,2.20512E-06,,1
L3S1L1D5,2.20512E-06,,1
L1D1L1D1L7D1L1D1,2.20512E-06,,1
L2D2L11,2.20512E-06,,1
L4S1D4L3,2.20512E-06,,1
D1L3D2L2D1L1D1,2.20512E-06,,1
D1L1S1L1D1L6,2.20512E-06,,1
D1L1D1S1D1L5,2.20512E-06,,1
L1D1L1S2L2D1L2,2.20512E-06,,1
D1L3D1L4S2L1,2.20512E-06,,1
L3S1L3S1D1S1L3D1L2,2.20512E-06,,1
S5L1D2L5,2.20512E-06,,1
L2D3L1S1L4,2.20512E-06,,1
L2D1L2D2L3D2,2.20512E-06,,1
S1L5S1L3S1,2.20512E-06,,1
L1D1L1D1L1D1L1D1L1D1L1D1L1D1,2.20512E-06,,1
S1D4L2,2.20512E-06,,1
S1L4D2L1,2.20512E-06,,1
L1D3L3S3L2,2.20512E-06,,1
L2S1D6S1,2.20512E-06,,1
L2S1L3S2L1D1L2,2.20512E-06,,1
L4D3S1L8,2.20512E-06,,1
D2L2D2L1D1L3,2.20512E-06,,1
L2D1L1D1L3D1L2,2.20512E-06,,1
D3L1D1L2D1,2.20512E-06,,1
L1D1L2S1L3D2S1,2.20512E-06,,1
L3D4L1S1,2.20512E-06,,1
L2D1L4D1L5D1S1,2.20512E-06,,1
S1D2L2D1L4S1,2.20512E-06,,1
L4D1S1L4S1,2.20512E-06,,1
S2L5D4L1,2.20512E-06,,1
L2D7L1D1,2.20512E-06,,1
L4D1L2D1L2D1,2.20512E-06,,1
D3S1L1D1L3,2.20512E-06,,1
L1D1L1D2L2S2L3S1L1S1L1,2.20512E-06,,1
D4L5S2L3S1,2.20512E-06,,1
D3L5S1L5D1,2.20512E-06,,1
L1D1L2D2L1D3,2.20512E-06,,1
L1D2L3D1L2D1,2.20512E-06,,1
D1L1D10,2.20512E-06,,1
L2S1L2S1L1D3,2.20512E-06,,1
S4D4,2.20512E-06,,1
L1S2L2D3,2.20512E-06,,1
D1L1S5,2.20512E-06,,1
L1S1L2D1L1D1L1S1D3,2.20512E-06,,1
D2L2D2L1D1L1D3,2.20512E-06,,1
L1D1S1L1D1L3D1,2.20512E-06,,1
L1D1L1D1L4S2D1,2.20512E-06,,1
S1D1L5S1,2.20512E-06,,1
L7S1L3S1L5D2,2.20512E-06,,1
D3L4S2,2.20512E-06,,1
L1S1L1S1D1L1D1,2.20512E-06,,1
L1D1L2S2L1D1L2S1L1,2.20512E-06,,1
D1L1D1L3D1L1D1L3,2.20512E-06,,1
L2D1L2S3,2.20512E-06,,1
L2D2L2D1L2D2,2.20512E-06,,1
L1S1L2S1L1S1L1D1L1S2,2.20512E-06,,1
L4S1L2D2L1,2.20512E-06,,1
S1L1D1S1L3,2.20512E-06,,1
D3L1D1L2D1L2,2.20512E-06,,1
L5D1S1L3D1,2.20512E-06,,1
L4D2L2D1L1D1,2.20512E-06,,1
L5S1D1S2,2.20512E-06,,1
S1L3S2D4S1,2.20512E-06,,1
D4L3S1D1,2.20512E-06,,1
L1S1D1S1D2L2S1L3S1L3,2.20512E-06,,1
L4S1L1S1D1L2S1L3S1L1,2.20512E-06,,1
L2D1L1D3L2D1L2,2.20512E-06,,1
D3L2D7,2.20512E-06,,1
L2D2S1L5,2.20512E-06,,1
L3D4S1L3S2,2.20512E-06,,1
D4L4D2L2,2.20512E-06,,1
L12D1L4,2.20512E-06,,1
L3D1S1L3D1S1D1,2.20512E-06,,1
L9D2L2,2.20512E-06,,1
D5S1L3D1L1,2.20512E-06,,1
L1S2L3D2L2,2.20512E-06,,1
L4D4L5D1,2.20512E-06,,1
D1L3D2L1D1L1D1,2.20512E-06,,1
D3L3S1D4,2.20512E-06,,1
S2L3S2D3L5,2.20512E-06,,1
L2S1D2L7,2.20512E-06,,1
D1L2S1D5,2.20512E-06,,1
L3S3D1L2D1,2.20512E-06,,1
L2S2D6,2.20512E-06,,1
L10D4L1,2.20512E-06,,1
D1L2D1L2D3,2.20512E-06,,1
D1L2D1L1D3L4D2L1D1L1D6L1D1L1D1L1D1,2.20512E-06,,1
L2D1L4S1L3,2.20512E-06,,1
D3L7S1L3S1L1,2.20512E-06,,1
S2L3D1L3S1,2.20512E-06,,1
L2D4L2D3,2.20512E-06,,1
L3D1L2D1L3D4,2.20512E-06,,1
L2D1S1D8,2.20512E-06,,1
L4S1L1D3,2.20512E-06,,1
L1D1L1S2D3S1L1D2L4D1,2.20512E-06,,1
L2D2L2D2L2D2L2,2.20512E-06,,1
L3D3L2D8,2.20512E-06,,1
D1L4S1L4,2.20512E-06,,1
L1D1L3D3L6D4,2.20512E-06,,1
D2L3S1L2,2.20512E-06,,1
L3D1L3S1D5,2.20512E-06,,1
L1D2L2D1L1D1L1D1L2,2.20512E-06,,1
S1L3S2D2L8,2.20512E-06,,1
L9D1L1S1,2.20512E-06,,1
L1D1L1D1L2S1D1,2.20512E-06,,1
L1D1S1L2D1L1S1L4,2.20512E-06,,1
D1L2D1L1D2L2S1,2.20512E-06,,1
D1L1D1L2D2L1D2L1,2.20512E-06,,1
L2D1S1L6D1,2.20512E-06,,1
S1L3S1L3S1D1L1D1L1,2.20512E-06,,1
L1D4L1S2,2.20512E-06,,1
D12L3,2.20512E-06,,1
L3D1L1S1L1D1L2,2.20512E-06,,1
D1L3D1L3S2,2.20512E-06,,1
D1S1L1D1S1D1L1D1L2D1L1,2.20512E-06,,1
L5D1L1D1L2S2,2.20512E-06,,1
D1L1D1L2D1L3,2.20512E-06,,1
L3S1D4S1D1L2,2.20512E-06,,1
D1L1D1L1S2,2.20512E-06,,1
L1D2L1D5L1,2.20512E-06,,1
S1L4D1L1D2,2.20512E-06,,1
S1L3S1L1D1L1,2.20512E-06,,1
L6S1D1S1L1D1,2.20512E-06,,1
D1S1L6S1,2.20512E-06,,1
L1S1L2D1S1L2,2.20512E-06,,1
L2D3L3D1L1D1L3,2.20512E-06,,1
D1L1D4L1D1L1D1,2.20512E-06,,1
D1S1D2L3S1D1,2.20512E-06,,1
D3L2D2L2D2,2.20512E-06,,1
S1L3S1D4,2.20512E-06,,1
S2D1S1D1L4S1L3S1,2.20512E-06,,1
D1L2D4L2D1L1D2,2.20512E-06,,1
D4L1D2L4,2.20512E-06,,1
L1S1L3S1L8D1,2.20512E-06,,1
L4D1L1D1L4,2.20512E-06,,1
L1S1L2D1L1S1L2D1,2.20512E-06,,1
D1L8D1L4,2.20512E-06,,1
D2L3D1L2S1,2.20512E-06,,1
L12S1D1,2.20512E-06,,1
D3L16,2.20512E-06,,1
L2D1L2D1L2D1L2D1L1D1,2.20512E-06,,1
L9D1L1S1L3,2.20512E-06,,1
L1D1L1S1D1S1,2.20512E-06,,1
D2S1D2S1L6,2.20512E-06,,1
L18S1,2.20512E-06,,1
L2D3L2D3L2D3,2.20512E-06,,1
L3S1L3S1L4S1D3,2.20512E-06,,1
L1D1L1S1L2S1L1,2.20512E-06,,1
L3D3L2D2,2.20512E-06,,1
D2L2D2L3S1,2.20512E-06,,1
L1S1L5D1L1,2.20512E-06,,1
D1L2S1L4,2.20512E-06,,1
S1L5D1S1L2S1L3,2.20512E-06,,1
S1L4S1L2S1L3,2.20512E-06,,1
D1L3D1L1D1S1,2.20512E-06,,1
L1D1L2D1L1D1L5,2.20512E-06,,1
S3L7D2,2.20512E-06,,1
L1S1D2L1D1L2D2,2.20512E-06,,1
L4D1L1D1L1D4,2.20512E-06,,1
D2L1D1L1D4,2.20512E-06,,1
S1L1D2L3D1,2.20512E-06,,1
L4S1D4S1L1,2.20512E-06,,1
D1L1D1L1D1L1D1S1,2.20512E-06,,1
S1L2D1L2D1,2.20512E-06,,1
D3L4D2S1,2.20512E-06,,1
L1D1L1D1L1S1D1L1D1L2S1,2.20512E-06,,1
D2L1D3L4,2.20512E-06,,1
L3D3L3D1L2,2.20512E-06,,1
L1D1L2D3L2,2.20512E-06,,1
S1L1S1L5,2.20512E-06,,1
D3L1D1L3D2L3,2.20512E-06,,1
S2L7D1,2.20512E-06,,1
D1L1D1L8D1,2.20512E-06,,1
L2D2L6D1L2D1,2.20512E-06,,1
D3L2D1L1S1L2S1L1,2.20512E-06,,1
D1L2D2L1D1L4D1,2.20512E-06,,1
D2L2D2S1D1,2.20512E-06,,1
D4L3S2,2.20512E-06,,1
L2S1L1D1L2S1L1S1,2.20512E-06,,1
S2L3S8,2.20512E-06,,1
L2D1S1L1D1S1D1L1,2.20512E-06,,1
L8D2L1D2L1,2.20512E-06,,1
L4D4S1L3,2.20512E-06,,1
D1L2D1L7D1,2.20512E-06,,1
D2S1L9,2.20512E-06,,1
L1S1L3S1L1D3,2.20512E-06,,1
L2S2D6L2,2.20512E-06,,1
L1S1L1D1L3D1L2,2.20512E-06,,1
L2D1L6D2S1,2.20512E-06,,1
L1D6L1D8,2.20512E-06,,1
L4S3L5,2.20512E-06,,1
D1L4S1D3,2.20512E-06,,1
S1L1D5L1D1,2.20512E-06,,1
D2L1D1L3D2L3,2.20512E-06,,1
D1L2D1L1D1L1D3L1D1,2.20512E-06,,1
L1D4L1D2L1,2.20512E-06,,1
L1D1S1L4D1S1L1,2.20512E-06,,1
L1D2L3D1L2D2,2.20512E-06,,1
S1L3D1L3D1S2L3S1,2.20512E-06,,1
L3D5S2,2.20512E-06,,1
L1S1L6S1D1L1S1,2.20512E-06,,1
D6L1D1L4,2.20512E-06,,1
L4S1D4S1,2.20512E-06,,1
S1L4D2L1D2,2.20512E-06,,1
L2S1L4S1D3,2.20512E-06,,1
L2D5L1D2S1,2.20512E-06,,1
D1L6D2L4,2.20512E-06,,1
L4D2L1D4,2.20512E-06,,1
L2D1L6S3,2.20512E-06,,1
D2L6D2L5,2.20512E-06,,1
L8S1L3D1L3,2.20512E-06,,1
D3L3D1L3,2.20512E-06,,1
L1D4L1D4L2,2.20512E-06,,1
L3S1L3S1L1,2.20512E-06,,1
D1S1L6D2L1,2.20512E-06,,1
L4D1L2S1L8,2.20512E-06,,1
D1L1D3L2D4,2.20512E-06,,1
L1S1L3S1D1S1L3S1L7S1,2.20512E-06,,1
D4L13,2.20512E-06,,1
D2L3D2L3D1,2.20512E-06,,1
L2S1L3D1L4D1,2.20512E-06,,1
L5S1D4S1D1,2.20512E-06,,1
L1S1D1S2L4D2S1,2.20512E-06,,1
L1D1L1D1L1D1L2D1L3,2.20512E-06,,1
L2S1D2S1L2S1D2,2.20512E-06,,1
L1D1L1D1L1D1L1D5,2.20512E-06,,1
S1L2S1D1L4,2.20512E-06,,1
L1D2S1L7S1,2.20512E-06,,1
L2D2L4D2L2,2.20512E-06,,1
L2D1L1S1D1S1,2.20512E-06,,1
S7D1,2.20512E-06,,1
L3D1L2D1L4D1L2S1,2.20512E-06,,1
D1L4D1L2S1,2.20512E-06,,1
L2D3L3D2,2.20512E-06,,1
D1L1D2L1D2L1D2,2.20512E-06,,1
L1D1L2D1S1D3,2.20512E-06,,1
D2L1D1L4D2,2.20512E-06,,1
L3S1L1D7,2.20512E-06,,1
S2D4L2,2.20512E-06,,1
L5S3L4D1L1D1,2.20512E-06,,1
D2L3D1L1S1L1,2.20512E-06,,1
S1D2L5D2S1,2.20512E-06,,1
L1D2L3D1S1,2.20512E-06,,1
L6S2L1S1D2,2.20512E-06,,1
D1L3D1L2D1L2D2,2.20512E-06,,1
L1D10S1,2.20512E-06,,1
L2S2L2D3,2.20512E-06,,1
D10L1D1,2.20512E-06,,1
L1D2S1L3S1,2.20512E-06,,1
L3S1D4S1L1,2.20512E-06,,1
L1D2S1L4D2S1L3D2L2,2.20512E-06,,1
L3S1D1S1L2,2.20512E-06,,1
L1D1L1D4L6,2.20512E-06,,1
L4D2L4D4,2.20512E-06,,1
D1L6D2S1,2.20512E-06,,1
L6D3L5D3,2.20512E-06,,1
L1S1D2S1D3S1L1D1L1,2.20512E-06,,1
S1L1D8L2,2.20512E-06,,1
L4S1L1D2S1,2.20512E-06,,1
D2L2D1L2D2L2,2.20512E-06,,1
L1D4L1D3L1,2.20512E-06,,1
S1L3S1L2D1L4,2.20512E-06,,1
L1D1L4D1S1,2.20512E-06,,1
D2L3D1L2D2,2.20512E-06,,1
L3S1D2S1D1,2.20512E-06,,1
L1S1D2L2,2.20512E-06,,1
L2D2L2D5,2.20512E-06,,1
D1L3D1L1D1L1D1L2D1S1L2,2.20512E-06,,1
D1S1L2S1D1L3,2.20512E-06,,1
L2D1L1S2L2,2.20512E-06,,1
D1L3D6,2.20512E-06,,1
L5D1L7D4,2.20512E-06,,1
L6S2D3S1L2,2.20512E-06,,1
L1S1D1L1S1D1L2D1L3,2.20512E-06,,1
L1S1L3S1D1L2D1,2.20512E-06,,1
L3D2L2D1S1,2.20512E-06,,1
L2D3L6D1,2.20512E-06,,1
L3S1L4S1L3S1L1,2.20512E-06,,1
D4L6D1L1,2.20512E-06,,1
D1L3D2L1D4,2.20512E-06,,1
D1L2D1L3D1L1D1,2.20512E-06,,1
L1S1L2S1D2,2.20512E-06,,1
D1L2D1S1L2S1,2.20512E-06,,1
D2L4S1L3S1,2.20512E-06,,1
D1S1L7S1L2,2.20512E-06,,1
L1D1L1S2L5D1L1,2.20512E-06,,1
S1D1L1D1L1S1L3S1L6,2.20512E-06,,1
L1D2L1D2S1,2.20512E-06,,1
L6D1L1D3,2.20512E-06,,1
S1L7D1L1,2.20512E-06,,1
L2S1D3L4,2.20512E-06,,1
L4S1D1S1D1,2.20512E-06,,1
L7D1L1D4,2.20512E-06,,1
L1S1L1S1L1D3L1,2.20512E-06,,1
S1L3S1L3D1L3,2.20512E-06,,1
S1L3S1L5S1L3S1,2.20512E-06,,1
L2D3L1D1L2D2,2.20512E-06,,1
L8D3L4,2.20512E-06,,1
L2S1L1S2L1S2L1S1L1,2.20512E-06,,1
L4S1L1S1L5,2.20512E-06,,1
D1L1S1L2D3,2.20512E-06,,1
L5D1L4S1L1,2.20512E-06,,1
D1L1D1L1D1L1D1L2D3,2.20512E-06,,1
D1L2D1L1D6,2.20512E-06,,1
D2L5S1L1,2.20512E-06,,1
L2S1D2S1L2S1D1S1L1,2.20512E-06,,1
L2D3L2D2L2,2.20512E-06,,1
L8D2S1L3S1,2.20512E-06,,1
S1D1L1D1L2D1L1,2.20512E-06,,1
L2S1L1S1D1L4,2.20512E-06,,1
D1L2D1L1D1L1S1,2.20512E-06,,1
D2L3D2L2S2,2.20512E-06,,1
S1L2D2L3S1,2.20512E-06,,1
L1S1L3S2L1S1D1L1S1L4,2.20512E-06,,1
D1L2D2L4D1,2.20512E-06,,1
L3D1L2D8L1D1L1,2.20512E-06,,1
L1S1L4D1L1S1,2.20512E-06,,1
L1D2L2S1D1,2.20512E-06,,1
D2S2L2,2.20512E-06,,1
D1L1D1L2S1L2S1L2,2.20512E-06,,1
D1L1D1L1D1L1D1L1D1S1,2.20512E-06,,1
L4S1D2L2,2.20512E-06,,1
L1D2L1D1L2D2L1,2.20512E-06,,1
L4S1D3L2,2.20512E-06,,1
L7S1L3S1L1D1S1,2.20512E-06,,1
S3L2D1S1L2S1D1L2D1L1,2.20512E-06,,1
L6D2L2S1L1,2.20512E-06,,1
L4S1L6S1D4,2.20512E-06,,1
L3S1D1S1L3D1,2.20512E-06,,1
L1D1L1D2L2D1L1D1,2.20512E-06,,1
D2L2D1L1D1S1L1D1L1D1,2.20512E-06,,1
D3L3S1L2,2.20512E-06,,1
L2S1L2D1L2D1L2S1,2.20512E-06,,1
L1D1S1L8,2.20512E-06,,1
L9S1D1S1,2.20512E-06,,1
L5D1L2S1D3,2.20512E-06,,1
S1L3D1L4S1D1,2.20512E-06,,1
L2D3L1D4,2.20512E-06,,1
L4S1L5S1D1,2.20512E-06,,1
S1L5D1L2D3,2.20512E-06,,1
D3L1D1L2D2L3,2.20512E-06,,1
L1S1L1D1L1D4,2.20512E-06,,1
D4S1L3S1,2.20512E-06,,1
D1L1D2L4D1,2.20512E-06,,1
L1D1L1D3L1D3,2.20512E-06,,1
L4D2S1D1,2.20512E-06,,1
D8L3S1,2.20512E-06,,1
L1D1S1L1S1D2L2S1,2.20512E-06,,1
L7D4L2,2.20512E-06,,1
D2L7D1L5D3L2,2.20512E-06,,1
D1L2D1L5D3,2.20512E-06,,1
L3S1L2D1L1,2.20512E-06,,1
L4D3S1L1,2.20512E-06,,1
D2S1L3S2L3,2.20512E-06,,1
D3L6D1L2,2.20512E-06,,1
L1D2S1L1D2,2.20512E-06,,1
L2S1D1S1D2L1,2.20512E-06,,1
L2D3L4S1,2.20512E-06,,1
D5L1D1L2,2.20512E-06,,1
L7D1S1L2,2.20512E-06,,1
L1D3S1L2D1L1,2.20512E-06,,1
L6D1S2L3,2.20512E-06,,1
L2S1L6S1D2,2.20512E-06,,1
D1L1S1L3S1L1S1L3S1L3,2.20512E-06,,1
L2D1L1D1L2D1L1S1,2.20512E-06,,1
D3L2D2L1D1L2D1,2.20512E-06,,1
L2D2L2D2L3D2,2.20512E-06,,1
S1L12S1,2.20512E-06,,1
L2S1L3S1L1S1L2D2,2.20512E-06,,1
D2L3D1L1D1L1D1L2,2.20512E-06,,1
S1L1S1L4D1L1S1D1S1L3S1,2.20512E-06,,1
L1D1L3S2L2D3,2.20512E-06,,1
L2S1L1D1L1S1D1L4,2.20512E-06,,1
D2L3D2L3D2,2.20512E-06,,1
D1L2D2L6,2.20512E-06,,1
L1D1L1D1L1S1L1D1,2.20512E-06,,1
L4D1L4S2D1,2.20512E-06,,1
L2D2L8D1L1D1,2.20512E-06,,1
L2S1L3S1L1D1L5S2,2.20512E-06,,1
L2D1L1S1L1D1,2.20512E-06,,1
D1L2D1L3D1L2D1L1,2.20512E-06,,1
L1D1L3S1L2S1L3S1L3,2.20512E-06,,1
D1L2D2L3D1L2D1,2.20512E-06,,1
D1S1D1S1L4,2.20512E-06,,1
L18S1D1,2.20512E-06,,1
L1S1L4S1L1D1L3,2.20512E-06,,1
D10S1,2.20512E-06,,1
D2S1D3,2.20512E-06,,1
L2S1L2D2S1L3,2.20512E-06,,1
